id_str,from_user,text,created_at,time,geo_longitude,geo_latitude,lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_utc_offset,status_url,entities_str
627010772808400896,KizitoFrancisUG,ðŸ‘  Well done ðŸ˜Š  http://t.co/h7aBEOfBqD via @Lewis_Bond007,Fri Jul 31 06:59:52 +0000 2015,7/31/2015,32.6076857,0.3490855,en,,,,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",http://pbs.twimg.com/profile_images/621343877585313792/EiW6DHCD_normal.jpg,1216,790,10800,,
627010772808400896,KizitoFrancisUG,ðŸ‘  Well done ðŸ˜Š  http://t.co/h7aBEOfBqD via @Lewis_Bond007,Fri Jul 31 06:59:52 +0000 2015,7/31/2015,32.6076857,0.3490855,en,,,,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",http://pbs.twimg.com/profile_images/621343877585313792/EiW6DHCD_normal.jpg,1216,790,10800,,
627002158584590336,soloking7,"""@Gcash_Jr: k mishe zinakwendaje hapo kwa obama! @soloking7"" Mungu anasaidia",Fri Jul 31 06:25:38 +0000 2015,7/31/2015,40.1123034,-3.2223708,pl,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/612857589391450112/xVlu8KP3_normal.jpg,1347,585,,,
626992619952971781,abstainee801,"@AzRonn @AndrewMwenda his article was laded with facts! But we can't deny about Obama's values, integrity and character. #USDeceptionAtPlay",Fri Jul 31 05:47:44 +0000 2015,7/31/2015,32.5890244,0.3221096,en,356690841,AzRonn,,626989341609492480,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>",http://pbs.twimg.com/profile_images/524093758594646016/zyew2xED_normal.jpeg,47,119,10800,,
626992619952971781,abstainee801,"@AzRonn @AndrewMwenda his article was laded with facts! But we can't deny about Obama's values, integrity and character. #USDeceptionAtPlay",Fri Jul 31 05:47:44 +0000 2015,7/31/2015,32.5890244,0.3221096,en,356690841,AzRonn,,626989341609492480,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>",http://pbs.twimg.com/profile_images/524093758594646016/zyew2xED_normal.jpeg,47,119,10800,,
626870755184279553,kirimi_boniface,@ntvkenya mmmh the notion that whatever obama touches turn into gold is also expressed in ethiopia.. .,Thu Jul 30 21:43:29 +0000 2015,7/31/2015,37.6731391,-0.3261815,en,25985333,ntvkenya,,626845532883931136,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/626238653254266880/GhhWmbyp_normal.jpg,7,35,,,
626847860642971649,fredrickque,"Many artists have performed for Obama but have not danced with him, its Gods' favour @Sautisol @KoinangeJeff #JKL",Thu Jul 30 20:12:30 +0000 2015,7/30/2015,36.8593757,-1.2989868,en,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/596969334548856832/vRpyztHw_normal.jpg,1144,1709,,,
626833252741877760,Kaaru254,"1 on 1 ka undertaker na Cain ""@niiteevanso: Head to head kama Obama na McCain am a??""@gmarshar: Back to back kama wafungwa na machain""""",Thu Jul 30 19:14:28 +0000 2015,7/30/2015,36.6402772,-1.1601678,tl,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/569398259882688512/wVj4_8a__normal.jpeg,1721,1460,10800,,
626805277128589312,jjmurigi_james,@0728616068karan what next after Obama fever,Thu Jul 30 17:23:18 +0000 2015,7/30/2015,36.93876907,-1.39112657,en,3393350884,0728616068karan,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/618504191141658626/49AqLIEv_normal.jpg,2,16,,,
626773991915679744,maxkelvinprince,@ComedyCentralKE Mother in Kisumu City names new born baby 'Airforce One Senator Barack Obama',Thu Jul 30 15:18:59 +0000 2015,7/30/2015,36.3431253,0.0247847,en,296140107,ComedyCentralKE,,,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",http://pbs.twimg.com/profile_images/613596752738942976/gbbUIio5_normal.jpg,25,119,10800,,
626763502355673092,MusunguW,@faizaljeraj @Ma3Route I thought Obama's words Found a free way thru our ears. That's s not hearing. Kenyans don't listen. We tweet.,Thu Jul 30 14:37:18 +0000 2015,7/30/2015,36.8090147,-1.3189515,en,107966068,faizaljeraj,,626760959131025408,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/578131045570228224/a_1GNpiY_normal.jpeg,203,583,,,
626763352770015232,farajak_fara,"@msetoea
@millardayo bongo_super_starz @bongofive EXCLUSIVE - Niaje Wasee by AntoNeosoul ft Obama &amp;â€¦ https://t.co/P2gt6ltjud",Thu Jul 30 14:36:42 +0000 2015,7/30/2015,36.8167,-1.28333,pl,2331467760,MsetoEA,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",http://pbs.twimg.com/profile_images/378800000552230590/c5c477c7600061be7606cdb2cef11890_normal.jpeg,841,1061,10800,,
626760103644012544,MusunguW,Good God! Where is Obama when you need him? Hii jam ya Langata road to town! Starts from carnivore. @Ma3Route http://t.co/xfCL2Y2LS7,Thu Jul 30 14:23:48 +0000 2015,7/30/2015,36.7962738,-1.3245772,en,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/578131045570228224/a_1GNpiY_normal.jpeg,203,583,,,
626759784864329728,Mzalendo_simon,@KideroEvans again? Obama grass/flowers being retrieved for safekeeping?,Thu Jul 30 14:22:32 +0000 2015,7/30/2015,38.0070403,-1.3635759,en,252479319,KideroEvans,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/593739813070700544/OMzzyY3L_normal.jpg,82,238,,,
626759784864329728,Mzalendo_simon,@KideroEvans again? Obama grass/flowers being retrieved for safekeeping?,Thu Jul 30 14:22:32 +0000 2015,7/30/2015,38.0070403,-1.3635759,en,252479319,KideroEvans,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/593739813070700544/OMzzyY3L_normal.jpg,82,238,,,
626741539050356737,MbucuWilson,"LMAO! RT @I_am_Bray Obama akikuja #KideroGrass ilipandwa,naskia pope akikam Kidero atatafuta 12 disciples...#poorKidero",Thu Jul 30 13:10:01 +0000 2015,7/30/2015,37.02043,-1.09375,und,,,,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",http://pbs.twimg.com/profile_images/620813551201030144/mmq6LD9A_normal.jpg,630,608,,,
626713065963266048,MagazetiniKenya,You did not do proper planting the first time? For how long did u know Obama was coming? Who benefits from this double work? #KideroGrass,Thu Jul 30 11:16:53 +0000 2015,7/30/2015,36.9196999,-1.258912,en,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/578309711432409088/ApuVnS94_normal.jpeg,1718,1998,,,
626713065963266048,MagazetiniKenya,You did not do proper planting the first time? For how long did u know Obama was coming? Who benefits from this double work? #KideroGrass,Thu Jul 30 11:16:53 +0000 2015,7/30/2015,36.9196999,-1.258912,en,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/578309711432409088/ApuVnS94_normal.jpeg,1718,1998,,,
626686781283418113,wakojoel,REMARKS: Here's #USA Pres #BarackObama's speech to #Africa in #MandelaHall during #AU summit in #Ethiopia Here https://t.co/3EiFFTGEVb,Thu Jul 30 09:32:26 +0000 2015,7/30/2015,32.73639011,0.35908985,en,,,,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",http://pbs.twimg.com/profile_images/555355753934905344/j9J5myv4_normal.jpeg,577,2026,10800,,
626630529375436800,idaempress,#KideroGrass ha ha so this is what happens now that #Obama has gone. @â€¦ https://t.co/1IhLhH7SV5,Thu Jul 30 05:48:55 +0000 2015,7/30/2015,36.95622568,-1.48140006,en,,,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",http://pbs.twimg.com/profile_images/626338079704514560/urBE32rs_normal.jpg,1503,574,10800,,
626625007893016576,CaroJimmys,@NationFMKe @BarackObama @JimmiGathu @MumbiKenya Obama did hit the nail on the head African leaders want to stay in power for long.,Thu Jul 30 05:26:58 +0000 2015,7/30/2015,36.6356745,-1.1037822,en,46354706,NationFMKe,,626623666399367168,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/611220953771692034/Q4kuJs56_normal.jpg,357,672,,,
626625007893016576,CaroJimmys,@NationFMKe @BarackObama @JimmiGathu @MumbiKenya Obama did hit the nail on the head African leaders want to stay in power for long.,Thu Jul 30 05:26:58 +0000 2015,7/30/2015,36.6356745,-1.1037822,en,46354706,NationFMKe,,626623666399367168,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/611220953771692034/Q4kuJs56_normal.jpg,357,672,,,
626611005485768704,kabbz,In Kenya: Democracy does not stop at fair elections. / In Ethiopia: Democracy is not just holding formal elections #Obama,Thu Jul 30 04:31:20 +0000 2015,7/30/2015,36.631511,-1.0731255,en,,,,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",http://pbs.twimg.com/profile_images/1791391806/CUCU_sarah_normal.jpg,865,670,10800,,
626515749532794880,ChessTitans254,@abdulla55912013 #Uungwana is not to laugh at the parents who named their new baby girl barack obama.the americans are now asexual=seriously,Wed Jul 29 22:12:49 +0000 2015,7/30/2015,39.6635487,-4.0799167,en,1898975209,abdulla55912013,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/580294234420486144/YOKplmpx_normal.jpg,1761,1981,,,
626483015158513664,omondi_billy,No doubt Obama is the hippest President the US will have in a long time to come #Uungwana #JKL,Wed Jul 29 20:02:44 +0000 2015,7/29/2015,36.818665,-1.28841,en,,,,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",http://pbs.twimg.com/profile_images/567741188942209024/qc-IzbrZ_normal.jpeg,705,1057,-25200,,
626477480912769024,omondi_billy,"@KoinangeJeff It was dubbed an Entrepreneurship trip,..but we got carried away by the fact that it was Obama coming,our own! #Uungwana",Wed Jul 29 19:40:45 +0000 2015,7/29/2015,36.81862575,-1.28840164,en,237189703,KoinangeJeff,,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",http://pbs.twimg.com/profile_images/567741188942209024/qc-IzbrZ_normal.jpeg,705,1057,-25200,,
626477480912769024,omondi_billy,"@KoinangeJeff It was dubbed an Entrepreneurship trip,..but we got carried away by the fact that it was Obama coming,our own! #Uungwana",Wed Jul 29 19:40:45 +0000 2015,7/29/2015,36.81862575,-1.28840164,en,237189703,KoinangeJeff,,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",http://pbs.twimg.com/profile_images/567741188942209024/qc-IzbrZ_normal.jpeg,705,1057,-25200,,
626476100558958592,Ezraangiela,Why was Obama's room at the Villa Rosa Kempinski still under the secret service two days after he had left ?@KoinangeJeff,Wed Jul 29 19:35:16 +0000 2015,7/29/2015,34.78621103,-0.0753704,en,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,3,132,,,
626473353113636864,Ezraangiela,Why was Obama's room at the Villa Rosa Kempinski still under the guard of the CIA two days after he had left?,Wed Jul 29 19:24:21 +0000 2015,7/29/2015,34.7863994,-0.0742375,en,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,3,132,,,
626468624203685889,Garang06,"That's true RT @LizyOngwae: Hizo 100 billion Obama alitoa si
kila mtu angetumiwa zake kwa
mpesa tujisort... coz naona zikienda tu ivo",Wed Jul 29 19:05:33 +0000 2015,7/29/2015,36.80248991,-1.31531532,in,,,,,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",http://pbs.twimg.com/profile_images/606320864896925696/J_yfJpU5_normal.jpg,1200,327,,,
626467739247493120,Enock87698682,I know why Obama did not meet retired president moi .,Wed Jul 29 19:02:02 +0000 2015,7/29/2015,34.943255,0.87535,en,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/587530714121424896/zitHHwum_normal.jpg,11,103,,,
626467739247493120,Enock87698682,I know why Obama did not meet retired president moi .,Wed Jul 29 19:02:02 +0000 2015,7/29/2015,34.943255,0.87535,en,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/587530714121424896/zitHHwum_normal.jpg,11,103,,,
626440999452061696,NgugiMuthoni,"Co-asks ""@lindahoguttu: Just how much was used in the beautification of Nairobi ahead of Obama Visit? On @KTNNews at 9 pm""",Wed Jul 29 17:15:47 +0000 2015,7/29/2015,36.6545157,-1.2016404,en,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/620223832452894720/aldmlg99_normal.jpg,1890,1708,10800,,
626407258298171392,MtuPombe,Venye Obama alifika Washington after Africa Trip http://t.co/BE5XTtA3Nx,Wed Jul 29 15:01:43 +0000 2015,7/29/2015,36.83083917,-1.27831919,und,,,,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",http://pbs.twimg.com/profile_images/618628286718050305/rtUQ846g_normal.jpg,6259,1730,10800,,
626378359514083328,eilanice,To Ululate or Not to Ululate for President Obama? Kenyans Are Asking That Question: The art of ululation is ve... http://t.co/g1ZwsCMKuL,Wed Jul 29 13:06:53 +0000 2015,7/29/2015,37.9061928,-0.023559,en,,,,,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",http://pbs.twimg.com/profile_images/582561813587320834/xP4QuU42_normal.png,1583,1518,-14400,,
626361946246217728,badillapedia,To Ululate or Not to Ululate for President Obama? Kenyans Are Asking That Question: The art of ululation is ve... http://t.co/J0uajVrqRO,Wed Jul 29 12:01:39 +0000 2015,7/29/2015,37.9061928,-0.023559,en,,,,,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",http://pbs.twimg.com/profile_images/607248669037895680/d8PI2ee9_normal.jpg,453,1,,,
626361935282376704,anonymousgum,To Ululate or Not to Ululate for President Obama? Kenyans Are Asking That Question http://t.co/A6oFoSFtB5,Wed Jul 29 12:01:37 +0000 2015,7/29/2015,37.9061928,-0.023559,en,,,,,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",http://pbs.twimg.com/profile_images/478851493131341825/dm5Wm-uK_normal.jpeg,4004,88,25200,,
626361935282376704,anonymousgum,To Ululate or Not to Ululate for President Obama? Kenyans Are Asking That Question http://t.co/A6oFoSFtB5,Wed Jul 29 12:01:37 +0000 2015,7/29/2015,37.9061928,-0.023559,en,,,,,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",http://pbs.twimg.com/profile_images/478851493131341825/dm5Wm-uK_normal.jpeg,4004,88,25200,,
626353794012594176,nyash2012,Capital Mobile Â» The pub that played a part in Kenyaâ€™s and Obamaâ€™s history http://t.co/BaanBGZeSO via @CapitalFM_Kenya,Wed Jul 29 11:29:16 +0000 2015,7/29/2015,39.6971755,-4.0267875,en,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png,30,276,,,
626353392055623680,georgeK_Wachira,"""@CKirubi: After #Obama, Microsoft CEO in Kenya for #Windows10 global launch http://t.co/B49wrxi22S http://t.co/qvy2ZxUixf""",Wed Jul 29 11:27:40 +0000 2015,7/29/2015,36.9214668,-1.259641,en,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/607641392748331009/ZkTnYQRz_normal.jpg,439,630,-18000,,
